dfd.zip,minneapolis
55401,minneapolis
55402,minneapolis
55403,minneapolis
55404,minneapolis
55405,minneapolis
55406,minneapolis
55407,minneapolis
55408,minneapolis
55409,minneapolis
55410,minneapolis
55411,minneapolis
55412,minneapolis
55413,minneapolis
55414,minneapolis
55415,minneapolis
55416,minneapolis
55417,minneapolis
55418,minneapolis
55419,minneapolis
55421,minneapolis
55423,minneapolis
55430,minneapolis
55450,minneapolis
55454,minneapolis
55455,minneapolis
