BUILD_YR,sale_year,SALE_PRICE,PARCEL_ARE,TAX_TOT,TOTAL_MV1,apn,licenseNum,tier,licensedUn,eviction_count,own_same_zip,LLORD_in_MPLS,latitude_1,longitude_,yWebMerc_1,Shape_Area
1909,2012,100,5296.550006,5199.28,353000,2402924110131,LIC136380,1,1,1,1,1,44.98874,-93.23166,5619749.771,5.61413E-08
1921, ,0,5290.109297,5707.94,314500,2402924110216,LIC324848,1,2,1,1,1,44.98907,-93.22783,5619800.411,5.60733E-08
0000,1998,71000,5293.833592,4637.72,255500,2402924120026,LIC136406,1,2,1,1,1,44.99121,-93.23293,5620138.493,5.61145E-08
1907,2018,324800,2573.814443,3941.4,264000,2402924130096,LIC114732,1,1,1,1,1,44.98549,-93.23592,5619236.998,2.72799E-08
2008,2008,67650,29235.66556,77115.74,6887000,2402924130137,LIC120383,1,50,1,0,1,44.98718,-93.23507,5619504.006,3.10093E-07
1987, ,0,28752.78735,49795.78,2743500,2402924140128,LIC164869,1,23,2,1,1,44.98453,-93.22739,5619086.53,3.04745E-07
1962,2008,3500000,14839.52687,31681.74,1745500,2402924140135,LIC156837,1,18,1,0,1,44.98743,-93.23006,5619543.146,1.57289E-07
1973,2001,2310000,85198.69067,118701.32,878500,2602924140064,LIC134772,1,117,7,0,1,44.97013,-93.24835,5616819.86,9.0278E-07
2015, ,0,36430.09202,713151.26,38525100,2602924220434,LIC240562,1,134,2,0,0,44.97629,-93.26308,5617789.34,3.8606E-07
1901,2015,15747000,18379.50641,54641.58,4285000,2602924230003,LIC159385,1,75,2,0,1,44.97116,-93.26731,5616982.08,1.94756E-07
1928,1988,1350000,12392.93794,41627.6,3700000,2602924230022,LIC260260,1,70,6,0,1,44.97322,-93.26575,5617306.745,1.31325E-07
1915,2014,442999,8679.575879,19634.66,1750000,2602924230035,LIC173567,2,26,3,0,1,44.97034,-93.2643,5616852.744,9.19708E-08
1902,2008,1000000,8674.325812,32264.46,1760000,2602924230037,LIC190955,2,25,1,1,1,44.97059,-93.26409,5616893.442,9.19153E-08
1886, ,0,4848.238554,10891.82,960000,2602924230152,LIC119586,1,16,1,0,1,44.97127,-93.26444,5616999.002,5.13738E-08
1916,2008,1735000,10617.93283,33396.64,1840000,2602924310011,LIC125097,2,22,4,0,0,44.96782,-93.25775,5616456.353,1.12505E-07
1912,2013,280000,10288.10148,6860.8,378000,2602924310015,LIC143825,1,4,1,1,1,44.96723,-93.25765,5616364.399,1.09009E-07
1978, ,0,47917.37197,164260.66,9050000,2602924310112,LIC263923,1,95,2,1,1,44.96758,-93.25865,5616418.28,5.07719E-07
1984, ,0,55763.11257,129048.96,6782900,2602924310115,LIC235494,1,71,1,1,1,44.96751,-93.25926,5616407.389,5.9085E-07
1901, ,0,23673.61665,91998.46,5050000,2602924320034,LIC159818,1,18,1,1,1,44.96921,-93.26442,5616675.842,2.50846E-07
1914,2001,230000,4244.395847,7514.22,414000,2602924320079,LIC258891,1,6,2,0,0,44.96702,-93.26729,5616330.733,4.4972E-08
1898,2003,1391250,16010.73887,38115.72,2100000,2602924330033,LIC273891,3,46,1,1,1,44.96502,-93.26569,5616016.37,1.69638E-07
1916,1987,247000,5414.821699,28107.54,1533500,2602924330045,LIC136165,1,20,1,1,1,44.96501,-93.26403,5616015.188,5.73713E-08
1895,2004,100,3589.761733,5139.7,279000,2602924330065,LIC325052,1,4,1,0,0,44.96307,-93.26409,5615710.182,3.80332E-08
1900,2014,75000,4527.508375,3394.74,187000,2602924330082,LIC128066,1,3,5,0,0,44.96504,-93.2671,5616020.175,4.79703E-08
1964,2014,3200000,19704.05631,49005.94,2700000,2602924330083,LIC128067,1,34,2,0,0,44.96486,-93.26665,5615991.152,2.08769E-07
2008, ,0,41313.6828,118639.52,1807800,2602924330121,LIC119418,1,49,1,0,1,44.96299,-93.26694,5615697.049,4.37713E-07
1916,2015,575000,7504.675889,181,0,2602924340006,LIC260069,1,9,1,1,1,44.96343,-93.25775,5615766.038,7.95116E-08
1973,1988,5225182,42126.71719,329675.6,1138400,2602924410004,LIC134979,1,408,2,0,1,44.96935,-93.24839,5616697.373,4.46376E-07
1973,1988,3096818,127618.5314,290941.16,2618300,2602924410005,LIC130138,1,72,2,0,1,44.96859,-93.24832,5616578.473,1.35211E-06
1973,1988,3417000,37534.94357,214331.08,2785800,2602924410006,LIC155366,1,224,2,0,1,44.969,-93.24955,5616642.105,3.97719E-07
1988,2014,1,31331.51696,35511.48,3130000,2602924420056,LIC265702,1,57,1,0,1,44.96938,-93.25654,5616702.404,3.31991E-07
1900,2009,151000,7087.505446,9278.08,318000,2602924430054,LIC126760,3,2,1,0,1,44.96468,-93.255,5615962.764,7.50936E-08
1910,2013,3967500,8537.2609,84140.32,3652000,2702924120057,LIC126084,1,32,1,0,0,44.97699,-93.27669,5617899.09,9.0473E-08
1985,1999,30000000,35308.30425,579099.6,31570000,2702924130075,LIC202313,1,240,1,1,1,44.97027,-93.27639,5616842.489,3.74134E-07
1983,2014,48275000,27290.1035,894046.92,49000000,2702924130224,LIC280711,1,250,1,1,1,44.97155,-93.27425,5617044.065,2.89177E-07
1925,2015,5800000,21779.97035,150827.62,6503200,2702924210065,LIC153076,1,68,3,0,1,44.97529,-93.28125,5617632.707,2.30805E-07
1907,2009,164900,10396.13064,2314.06,155000,2702924210133,LIC126193,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2006,160000,10396.13064,2478.3,166000,2702924210134,LIC123060,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2004,109900,10396.13064,1485.48,99500,2702924210140,LIC117565,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2004,125000,10396.13064,2575.34,172500,2702924210141,LIC251468,1,1,1,1,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2015,125000,10396.13064,2030.12,156000,2702924210142,LIC375446,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2004,132450,10396.13064,1888.58,126500,2702924210145,LIC141572,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,1983,47500,10396.13064,1955.76,131000,2702924210147,LIC224360,1,2,1,1,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2009,129000,10396.13064,2000.54,134000,2702924210149,LIC227128,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,1999,97000,10396.13064,2246.88,150500,2702924210151,LIC171352,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2010,59500,10396.13064,2142.38,143500,2702924210152,LIC122622,1,3,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2012,100,10396.13064,2672.38,179000,2702924210153,LIC120302,1,2,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2005,166000,10396.13064,2418.58,162000,2702924210154,LIC356006,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2011,70000,10396.13064,2366.32,158500,2702924210158,LIC133469,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2018,157900,10396.13064,2314.06,155000,2702924210165,LIC372706,1,2,1,1,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2017,140000,10396.13064,2097.58,140500,2702924210168,LIC363524,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2004,175000,10396.13064,2739.56,183500,2702924210171,LIC133290,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907,2003,260300,10396.13064,3774.28,251500,2702924210206,LIC124433,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1907, ,0,10396.13064,3648.04,243000,2702924210222,LIC119450,1,1,1,0,1,44.974,-93.28005,5617428.861,1.10167E-07
1900,2005,1000000,12060.50823,39043.6,2126000,2702924220036,LIC118776,1,35,2,0,0,44.97472,-93.28451,5617543.025,1.27805E-07
1916,2005,1455000,8770.026601,37118.1,2045000,2702924220072,LIC115625,2,42,2,0,0,44.97624,-93.283,5617782.42,9.29387E-08
1991, ,0,52782.98272,245080.8,13375000,2702924220076,LIC138409,1,89,1,1,1,44.97445,-93.28373,5617499.698,5.5934E-07
1902,2015,5470000,31170.07686,94179.28,8340000,2702924240040,LIC274347,1,94,3,0,1,44.97022,-93.27975,5616833.903,3.30284E-07
1983,2000,15000000,146196.8224,450986.4,21394400,2502924220345,LIC281060,1,248,1,0,1,44.97481,-93.24671,5617557.39,1.54917E-06
2000,2005,27992500,80455.65312,805390.64,38485000,2502924230076,LIC116256,1,186,1,0,0,44.97281,-93.24644,5617242.157,8.52562E-07
1900, ,0,7819.496531,6600.4,556000,2502924320509,LIC133950,1,1,1,1,1,44.96753,-93.24507,5616410.562,8.28532E-08
1901,2008,13160,15451.92131,60060.62,970200,2502924320618,LIC111378,1,29,1,0,1,44.96932,-93.2469,5616692.303,1.63729E-07
1966,2006,2909000,37189.40498,73491.4,4049000,2502924330089,LIC133455,1,47,2,0,1,44.9636,-93.24298,5615793.149,3.94022E-07
1969,2000,685680,137054.9022,127831.24,12283500,2502924340053,LIC130992,1,91,1,0,1,44.9634,-93.23864,5615760.756,1.45209E-06
1980,2014,6000000,37189.17147,74369.7,6632000,2502924340067,LIC228094,1,81,1,1,1,44.96375,-93.24171,5615817.125,3.9402E-07
1971, ,0,125443.34,375343.38,20671000,2502924340068,LIC145141,1,238,1,0,0,44.96343,-93.24,5615766.372,1.32907E-06
1993,1992,1,18594.09541,11840.7,1057500,2502924430061,LIC330905,1,8,1,0,0,44.96344,-93.23663,5615767.569,1.97004E-07
1970,1990,8047262,112764.7748,258830.6,229400,2502924430064,LIC134639,1,320,1,0,0,44.96367,-93.2345,5615804.176,1.19467E-06
1969,1990,8250000,165120.3711,273321.14,943400,2502924440005,LIC140491,1,320,2,0,0,44.96339,-93.22922,5615759.128,1.7495E-06
2002, ,0,77916.38999,661422.48,35915000,2702924241529,LIC197290,1,162,2,1,1,44.9726,-93.28102,5617208.812,8.25651E-07
1903,1998,1162590,16739.62703,84945.24,4662500,2702924310025,LIC150215,1,42,1,0,0,44.96849,-93.28114,5616561.554,1.77371E-07
1919,1998,628120,11911.43248,57028.38,3142000,2702924310037,LIC253466,1,26,1,0,0,44.96641,-93.28246,5616235.47,1.26208E-07
1919,1998,1046880,16876.50409,57028.38,3142000,2702924310038,LIC169124,1,26,2,0,0,44.9663,-93.28211,5616217.64,1.78814E-07
1924,1976,275000,10881.14119,52149.58,2850000,2702924310064,LIC143089,1,40,2,1,1,44.96825,-93.2789,5616524.925,1.15294E-07
1919,2017,6525000,8702.753831,103883.58,5364000,2702924310081,LIC358267,1,70,2,0,0,44.96745,-93.27909,5616399.287,9.22117E-08
1968,2008,1595000,10880.9509,38824.22,2139000,2702924310088,LIC125107,1,30,2,0,1,44.967,-93.27976,5616328.14,1.1529E-07
1919,2014,1600000,7823.478986,45375.87,2500000,2702924310089,LIC135740,1,26,1,0,1,44.96683,-93.27971,5616301.347,8.28945E-08
1910,1998,789180,18795.73518,61166.66,3370000,2702924310117,LIC325259,1,48,3,0,0,44.96668,-93.28018,5616277.023,1.99151E-07
1917,2000,47500,8243.820491,38115.72,2100000,2702924310123,LIC167243,1,33,1,1,1,44.9673,-93.2804,5616374.916,8.73491E-08
2013,2012,0,43391.36879,1631760.96,84360900,2702924310130,LIC131678,1,354,10,1,1,44.96905,-93.28008,5616650.871,4.59774E-07
1912,2015,9405607,66202.33303,872496.84,47252500,2702924310131,LIC108017,2,212,5,0,0,44.96933,-93.28134,5616694.14,7.01482E-07
1920, ,0,39492.6884,211117.58,11631600,2702924310193,LIC147615,1,139,1,1,1,44.96701,-93.28212,5616329.59,4.18449E-07
 , ,0,14044.01793,0,0,2702924319000,LIC111938,1,20,1,0,1,44.96662,-93.279,5616267.745,1.48804E-07
1952,1983,4965000,23965.64784,375521.28,20042600,2702924320007,LIC357636,1,196,6,1,1,44.96756,-93.28392,5616416.56,2.53933E-07
1924,2011,3000000,37463.55117,276792.82,15250000,2702924320010,LIC150741,1,75,3,0,0,44.96795,-93.28548,5616476.816,3.96956E-07
1924,2003,2100000,14374.91946,54604.98,3008500,2702924330048,LIC118764,1,34,1,0,0,44.96322,-93.28677,5615733.553,1.52238E-07
1965, ,0,15538.05652,50340.3,2773500,2702924330053,LIC288302,1,36,1,0,0,44.96325,-93.28544,5615737.368,1.64625E-07
1968,2015,156900,85533.03267,1913.26,148000,2702924330130,LIC131449,1,1,1,0,1,44.96616,-93.28525,5616195.876,9.0637E-07
1912,2017,9050000,24913.96228,104349.96,5596000,2702924340023,LIC362121,1,64,6,0,0,44.96606,-93.28051,5616179.28,2.63974E-07
1888,2014,1082500,28525.31855,20663.82,1138500,2702924340029,LIC133528,2,10,1,0,1,44.96477,-93.27991,5615977.549,3.02232E-07
1918, ,0,26473.80155,94045.48,5150500,2702924340030,LIC149618,1,20,1,1,1,44.96444,-93.27987,5615925.603,2.80494E-07
1961,2017,3750000,26964.01319,55113.2,3036500,2702924340060,LIC359764,1,34,1,0,0,44.96302,-93.28285,5615701.594,2.8568E-07
1974,2017,33200000,56078.07744,553767.16,30510000,2702924340130,LIC357637,1,228,2,1,1,44.96606,-93.28153,5616179.926,5.94172E-07
1887,2016,4600000,83763.61036,61136.7,5460000,2702924410089,LIC123257,3,4,1,1,1,44.9676,-93.26849,5616422.411,8.87535E-07
1915,2003,100,9699.979145,44922.74,2475000,2702924430022,LIC361848,1,37,3,0,1,44.96449,-93.27566,5615933.623,1.02773E-07
1914,2017,10769000,9700.058126,41963.6,2312000,2702924430023,LIC361847,1,32,3,0,1,44.96469,-93.27566,5615963.937,1.02774E-07
1914,2006,1800000,7714.247872,19503.98,1723500,2702924430027,LIC169261,1,21,2,0,0,44.96506,-93.27622,5616022.518,8.17347E-08
1967, ,0,13854.44576,27080.3,1492000,2702924430036,LIC288314,1,22,1,0,0,44.96346,-93.27565,5615771.33,1.46788E-07
1919,1992,1,6780.671255,32670.62,1800000,2702924430053,LIC233936,1,26,2,0,1,44.96381,-93.27696,5615825.625,7.18414E-08
1939,2000,1,6358.478957,22170.96,1221500,2702924430072,LIC364923,1,19,1,0,1,44.96537,-93.2744,5616071.725,6.73701E-08
1919,2012,25000,9550.05607,44765.5,2455500,2702924430077,LIC147296,1,35,1,0,0,44.96609,-93.2744,5616184.214,1.01187E-07
1919,2007,1802000,8798.788826,41337.72,2277500,2702924430084,LIC136500,1,34,1,0,1,44.96468,-93.27313,5615963.041,9.32248E-08
1916,2012,100,8669.463443,36264.38,1998000,2702924430085,LIC115108,1,26,1,0,1,44.96487,-93.27313,5615992.24,9.1855E-08
1920, ,0,8410.736287,41437.88,2283000,2702924430086,LIC134719,1,32,1,0,1,44.96505,-93.27313,5616020.79,8.91141E-08
1922,2017,7300000,25684.11761,89223.82,4900000,2702924430090,LIC361961,1,69,7,0,1,44.96431,-93.27367,5615905.163,2.72126E-07
1915,2015,950000,9628.837374,18805.36,1679500,2702924430092,LIC133336,1,19,1,0,0,44.96288,-93.27312,5615679.122,1.02016E-07
1917,2018,2100000,7704.834253,29666.4,1634500,2702924430101,LIC370701,2,19,3,0,1,44.96341,-93.27367,5615762.453,8.16324E-08
1914, ,0,9007.336487,39644.54,2174000,2702924430119,LIC154848,1,31,7,1,1,44.96505,-93.27566,5616021.318,9.5435E-08
1913,2000,67000,15921.77148,1351.1,90500,2702924430191,LIC121897,1,1,1,0,0,44.96602,-93.27495,5616173.569,1.68698E-07
1913,2004,139900,15921.77148,1418.3,95000,2702924430200,LIC235154,1,1,1,0,0,44.96602,-93.27495,5616173.569,1.68698E-07
1915, ,0,9628.92082,576.79,59000,2702924430305,LIC131199,1,19,1,0,1,44.96308,-93.27312,5615711.564,1.02017E-07
1910, ,0,73747.49012,217205.94,10368000,2702924430325,LIC131053,1,123,2,0,0,44.9656,-93.27593,5616106.828,7.81383E-07
1960,2004,714000,6428.545185,13991.18,265000,2702924440026,LIC111332,1,16,1,1,1,44.96551,-93.2724,5616093.068,6.81126E-08
1919,2018,4175000,6417.596822,31944.6,1760000,2702924440036,LIC364924,1,26,1,0,1,44.96507,-93.2724,5616023.879,6.79961E-08
1919,2002,870000,6406.061919,17909.58,1599500,2702924440075,LIC266309,2,25,1,0,0,44.9641,-93.26857,5615871.962,6.78728E-08
1913,2006,1100000,6417.460795,29557.5,1628500,2702924440102,LIC120782,1,25,1,0,1,44.96284,-93.2724,5615673.657,6.79919E-08
2013,2016,47500000,14641.31352,247943.7,13593100,3002923120015,LIC374605,1,55,1,0,1,44.97372,-93.21789,5617385.516,1.55152E-07
2013, ,0,45253.61173,598130.04,32746900,3002923130106,LIC374609,1,80,3,0,1,44.97337,-93.21701,5617330.141,4.79542E-07
1900,2000,57500,4802.323052,4899.4,262000,3002923140016,LIC324220,1,2,1,1,1,44.97024,-93.21169,5616837.664,5.08895E-08
1961, ,0,13414.97658,15047.26,829000,3002923140027,LIC135109,1,11,1,0,0,44.9707,-93.2112,5616910.365,1.42149E-07
1900,2012,250000,7998.43477,6280,346000,3002923140032,LIC149518,1,6,1,1,1,44.9708,-93.21166,5616926.395,8.45129E-08
1911,2013,220000,8776.143629,4643.08,311000,3002923140044,LIC133866,1,1,1,1,1,44.97008,-93.2091,5616812.972,9.29937E-08
2014,2012,8050000,34095.79839,694246.24,34496200,3002923230157,LIC362108,1,313,2,1,1,44.97321,-93.22313,5617304.359,3.61304E-07
1990, ,0,104763.5935,35558.33,0,3002923230172,LIC205512,1,120,2,0,1,44.9732,-93.22444,5617302.711,1.11015E-06
2011,2015,13550000,14720.71395,262361.42,13672600,3002923230179,LIC187656,1,65,1,1,1,44.9731,-93.22669,5617287.294,1.55991E-07
1999,1997,1672263,185797.0639,100565.46,2749800,3002923240059,LIC155846,1,199,1,0,0,44.9735,-93.21983,5617349.808,1.96884E-06
2002,2018,69400000,114997.3683,1121256,61776000,3002923240079,LIC144852,2,278,2,1,1,44.97169,-93.2219,5617065.98,1.219E-06
2011,2017,13109000,20628.55014,223526.62,12150000,3002923240160,LIC373729,1,75,1,1,1,44.97066,-93.22247,5616904.195,2.18586E-07
2002,2012,31000000,184707.6285,687383,37687000,3002923310053,LIC125342,2,164,8,1,1,44.96917,-93.22181,5616669.795,1.95719E-06
1908, ,0,5100.000764,8004.92,441000,3002923410061,LIC149547,1,4,1,0,1,44.96959,-93.21087,5616735.08,5.40401E-08
1905,2014,425000,4824.998173,6726.52,354000,3002923420015,LIC129862,3,2,1,0,1,44.96987,-93.21425,5616779.389,5.11264E-08
1966,2017,2439000,24794.84924,2321.54,155500,2802924410480,LIC365217,1,28,1,0,0,44.96952,-93.29134,5616724.542,2.62728E-07
1966,2012,84900,24794.84924,2411.12,161500,2802924410483,LIC146268,1,1,1,0,0,44.96952,-93.29134,5616724.542,2.62728E-07
1966,2006,214000,24794.84924,2664.92,178500,2802924410495,LIC126474,1,1,1,0,0,44.96952,-93.29134,5616724.542,2.62728E-07
1966,2018,148000,24794.84924,2575.34,172500,2802924410499,LIC239796,1,1,1,0,0,44.96952,-93.29134,5616724.542,2.62728E-07
1966,2007,200900,24794.84924,2575.34,172500,2802924410510,LIC124434,1,1,1,0,0,44.96952,-93.29134,5616724.542,2.62728E-07
1966,2005,262810,24794.84924,2485.76,166500,2802924410511,LIC127960,1,1,1,0,0,44.96952,-93.29134,5616724.542,2.62728E-07
1994, ,0,24097.16193,6121.12,410000,3102923140018,LIC154838,1,9,1,0,1,44.95744,-93.20975,5614824.183,2.55058E-07
1913, ,0,7448.819076,16432.06,886500,2802924420067,LIC272528,1,2,1,1,1,44.96668,-93.29658,5616277.98,7.89243E-08
1962,2000,955000,10068.34947,36137.42,1980000,2802924440047,LIC278397,1,21,1,0,1,44.96404,-93.29142,5615862.635,1.06675E-07
1905,2001,830000,10075.81002,18449.49,1016500,2802924440048,LIC217648,1,8,1,1,1,44.96425,-93.29142,5615894.997,1.06754E-07
1958,2017,348750,6831.255118,8648.3,476500,3102923330057,LIC362158,1,5,1,0,0,44.95061,-93.22666,5613750.11,7.23608E-08
1999,1998,77112,62986.14898,1676640.74,75267400,3202924430365,LIC152784,1,275,3,1,1,44.95038,-93.31433,5613713.955,6.67164E-07
1922,2017,2575000,8375.467327,42236,2326000,3302924130007,LIC367395,1,19,1,0,1,44.95708,-93.29466,5614767.416,8.87279E-08
1908,1996,81450,4757.280794,10269.68,647500,3302924140168,LIC140403,1,3,1,0,1,44.95622,-93.28897,5614632.258,5.03969E-08
1969,2012,2250000,15613.40505,36681.24,2012500,3302924110054,LIC123891,1,20,1,1,1,44.96212,-93.28966,5615559.472,1.6542E-07
1923,2017,3051000,9464.262902,49138.42,2553100,3302924110193,LIC357157,2,24,5,0,1,44.96249,-93.28892,5615617.998,1.00272E-07
1907, ,0,4081.658024,141.42,0,3302924120067,LIC351207,1,1,1,1,1,44.96077,-93.29466,5615347.736,4.32428E-08
1957,2007,1044000,7732.026132,28532.34,1572000,3402924110006,LIC113951,2,23,1,0,1,44.96163,-93.27236,5615483.54,8.19181E-08
1950,2012,2106000,12286.12106,25111.32,1383500,3402924110088,LIC147536,1,17,1,0,1,44.95942,-93.27112,5615134.912,1.30162E-07
1966,2003,688000,12721.77266,23095.42,1263000,3402924120006,LIC108837,1,16,1,0,1,44.96197,-93.27311,5615536.868,1.34783E-07
2006,2007,211450,53321.26465,3179.98,213000,3402924120176,LIC135442,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2010,163500,53321.26465,2814.2,188500,3402924120177,LIC365527,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2012,125500,53321.26465,2702.24,181000,3402924120178,LIC134190,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2016,170000,53321.26465,2664.92,178500,3402924120179,LIC371264,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2016,143000,53321.26465,2433.5,163000,3402924120180,LIC363782,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2018,181285,53321.26465,2536.46,187500,3402924120182,LIC375571,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2007,190000,53321.26465,2664.92,178500,3402924120186,LIC122756,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2012,214000,53321.26465,4374.36,293000,3402924120188,LIC130919,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2008,295000,53321.26465,3926.46,263000,3402924120195,LIC258218,2,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2009,180500,53321.26465,2702.24,181000,3402924120202,LIC129353,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2011,144000,53321.26465,2709.7,181500,3402924120203,LIC132707,2,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2008,219500,53321.26465,2979.24,215000,3402924120205,LIC369376,1,1,1,1,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2013,155000,53321.26465,2702.24,181000,3402924120206,LIC135664,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2017,145000,53321.26465,2411.12,161500,3402924120217,LIC361443,1,1,1,1,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2008,201647,53321.26465,2866.46,192000,3402924120219,LIC278076,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
2006,2007,206950,53321.26465,3045.62,204000,3402924120232,LIC127321,1,1,1,0,0,44.96229,-93.2771,5615587.39,5.64926E-07
1911, ,0,11420.47676,659.99,0,3402924130014,LIC170857,1,17,1,0,0,44.95898,-93.27691,5615066.678,1.2099E-07
1900,1997,280000,7487.959047,32326.74,1729000,3402924130088,LIC269322,1,24,1,0,0,44.95715,-93.27746,5614778.288,7.93261E-08
1964,2006,114000,35968.12507,955.48,64000,3402924130259,LIC125011,2,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2006,149900,35968.12507,1283.92,86000,3402924130262,LIC139669,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2006,108500,35968.12507,933.08,62500,3402924130263,LIC359357,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2006,130900,35968.12507,1037.58,69500,3402924130266,LIC136208,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2007,118000,35968.12507,1007.72,67500,3402924130267,LIC137005,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2012,60000,35968.12507,1828.86,122500,3402924130269,LIC358981,1,2,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2007,117650,35968.12507,1089.84,73000,3402924130270,LIC280606,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2012,90000,35968.12507,1799,120500,3402924130273,LIC128926,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2016,100150,35968.12507,1015.2,68000,3402924130276,LIC372531,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2014,60000,35968.12507,1097.3,73500,3402924130278,LIC127305,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2007,116900,35968.12507,1015.2,68000,3402924130279,LIC149633,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2007,89900,35968.12507,940.54,63000,3402924130283,LIC268939,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2016,70802,35968.12507,1283.92,86000,3402924130285,LIC140457,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2007,92750,35968.12507,933.08,62500,3402924130286,LIC123534,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1964,2007,100,35968.12507,1283.92,86000,3402924130288,LIC238809,1,1,1,0,1,44.95619,-93.27693,5614626.388,3.81033E-07
1891,2014,425000,9917.034964,9928.86,547000,3402924140010,LIC127565,1,8,1,0,1,44.95813,-93.27064,5614931.794,1.05061E-07
1896,1998,30732,5495.856245,6044.7,333000,3402924140014,LIC148441,1,4,1,0,0,44.9588,-93.2681,5615038.142,5.82239E-08
1888,1998,75000,6874.107287,7142.94,387500,3402924140062,LIC146106,1,10,1,1,1,44.95586,-93.2681,5614575.878,7.28213E-08
1916,2012,129500,5615.884986,137,0,3402924140071,LIC373663,1,4,1,1,1,44.9588,-93.27058,5615038.381,5.94953E-08
1909,2012,194000,6238.043188,7750.82,427000,3402924140081,LIC149918,1,4,3,0,0,44.95676,-93.27113,5614716.719,6.6084E-08
1909,2004,390000,6234.972411,8610.56,155600,3402924140084,LIC263592,1,4,1,0,1,44.95716,-93.27113,5614779.966,6.6052E-08
1908,2001,350000,13273.3068,509.67,0,3402924210052,LIC115888,1,2,2,1,1,44.96217,-93.28078,5615568.318,1.40627E-07
1921,1992,1,15446.71679,68917.5,3797000,3402924220031,LIC142048,1,37,2,0,0,44.96175,-93.28637,5615501.614,1.63652E-07
1961,2002,650000,8992.399741,16852.26,928500,3402924220168,LIC196110,1,14,1,0,1,44.9593,-93.28639,5615116.97,9.52674E-08
1923,1994,840000,16192.85181,84632.44,4639000,3402924230136,LIC274034,1,37,1,0,0,44.95885,-93.28584,5615046.219,1.71549E-07
1907,2000,286400,4743.421093,8430.48,464500,3402924230163,LIC263083,1,4,1,0,0,44.95821,-93.2871,5614944.119,5.02521E-08
1973,2005,2992500,36455.99045,99654.98,5400000,3402924230206,LIC118661,2,57,1,0,0,44.95654,-93.28512,5614682.192,3.86204E-07
1968, ,0,14710.87018,58108.64,3201500,3402924240030,LIC138203,2,36,1,0,0,44.9581,-93.28009,5614927.052,1.55847E-07
