BUILD_YR,sale_year,SALE_PRICE,PARCEL_ARE,TAX_TOT,TOTAL_MV1,licenseNum,tier,licensedUn,eviction_count,own_same_zip,LLORD_in_MPLS,POPTOTAL,LIVEDALONE,AGEUNDER18,WHITENH,BLACKNH,AMINDNH,ASIANNH,HISPPOP,AVGHHSIZE,HOMEOWNPCT,RENTEROCC,VACANT,MEDIANAGE
1900,2017,249900,163228.6841,3874.22,259500,LIC359084,1,1,1,1,0,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
1900,2006,243420,163228.6841,2945.76,197000,LIC267111,1,1,1,0,0,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
1900,2006,231760,163228.6841,2303.26,154000,LIC252703,1,1,1,0,0,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
1900,2012,269000,163228.6841,7611.74,507500,LIC137731,1,1,1,0,0,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
1962,2015,690000,7230.426073,15509.14,854500,LIC376406,2,12,1,0,0,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
2012,1995,1,22171.39736,24577,2194000,LIC264712,2,46,2,0,0,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
1910,2018,205000,4754.583066,1941.56,150500,LIC374046,3,1,1,1,1,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
1911,2011,34900,4755.064116,1985.62,133000,LIC143812,2,1,1,0,1,4782,426,1460,1085,1183,264,123,1949,3.26,0.339,952,180,27.5
1913,2009,27500,5815.651984,2005.52,135000,LIC122044,2,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1912,2009,22500,4630.195199,1537.56,103500,LIC207737,1,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1906,2009,27500,5420.614164,1277.58,86000,LIC120171,1,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1922,2009,13000,3565.263252,1921.62,111000,LIC142800,1,1,1,0,1,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1963,2014,304000,6605.809258,7015.22,388500,LIC134503,1,9,4,1,1,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1919,2003,1,7331.954938,1099.88,49500,LIC110117,1,1,1,1,1,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1900,2008,20000,5577.838361,2161.2,114000,LIC118161,2,2,1,0,1,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1907,2015,40000,5897.145975,1337,90000,LIC137109,1,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1963,2013,540000,17723.44112,8999.9,54200,LIC129621,2,13,3,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1929,1994,1,15456.24478,12473.6,679000,LIC148161,2,11,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1927,2009,120000,5078.331892,1722.8,103000,LIC147528,1,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1980,2018,112500,5080.6695,1738.1,117000,LIC371431,1,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1940,2014,113000,4774.05424,1247.86,84000,LIC136781,1,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1957,2016,575000,9869.319727,7554.16,678000,LIC134359,1,11,2,0,1,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1914,2008,32500,5154.082299,1975.8,133000,LIC137916,1,1,1,0,0,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1900,2012,70000,5565.937727,2206.52,104000,LIC125042,2,2,1,1,1,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1912,2018,185000,5562.578507,2320.12,128500,LIC371824,1,2,1,0,1,2229,200,769,588,1041,16,225,180,3,0.643,265,88,27.8
1924,2008,36000,5093.172998,1891.06,101500,LIC123104,2,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1916,2008,35000,5538.250557,3181.84,125000,LIC116197,3,2,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1982,2010,31750,75970.39231,688.38,46500,LIC358501,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1982,2012,31500,75970.39231,614.34,41500,LIC181588,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1982,2008,32225,75970.39231,673.56,45500,LIC358497,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1982,2008,50500,75970.39231,680.98,46000,LIC358496,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1982,2009,30200,75970.39231,614.34,41500,LIC141602,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2014,43000,75970.39231,614.34,41500,LIC137310,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2009,30000,75970.39231,614.34,41500,LIC124638,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,1994,49900,75970.39231,680.98,46000,LIC153071,1,1,1,1,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2002,89900,75970.39231,703.18,47500,LIC353920,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2004,116900,75970.39231,402.58,41500,LIC369191,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2006,113000,75970.39231,636.56,43000,LIC124930,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2011,25400,75970.39231,614.34,41500,LIC127013,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2013,21250,75970.39231,414.5,28000,LIC227515,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2001,48500,75970.39231,540.34,36500,LIC324251,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2010,27500,75970.39231,540.34,36500,LIC146891,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2013,5000,75970.39231,540.34,36500,LIC134477,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2010,21000,75970.39231,547.72,37000,LIC323782,1,5,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2000,45000,75970.39231,547.72,37000,LIC173970,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2005,61900,75970.39231,429.3,29000,LIC132348,1,2,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,2013,21000,75970.39231,547.72,37000,LIC114927,1,5,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1983,1990,29000,75970.39231,547.72,37000,LIC126823,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1917,2013,40499,5571.007152,2562.32,109000,LIC262167,1,1,1,0,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1929,1998,120000,5743.856388,5228.8,263500,LIC150895,3,5,1,0,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1908,2016,108000,4989.482667,2284.4,147000,LIC232746,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1922,2014,126000,5714.525255,2600.36,157500,LIC149724,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1942,2009,39655,5069.704376,2551.78,155500,LIC128413,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1923,2010,21000,5070.037792,1887.4,111000,LIC124229,1,1,1,1,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1956,2012,38900,5066.422156,1954.24,115500,LIC124535,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1911,2014,73000,5074.615703,1927.26,113500,LIC137298,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1903,2002,103000,5642.062583,2636.84,131000,LIC109995,1,2,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1907,2014,60000,5011.768463,1849.74,108500,LIC135602,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1925,2014,115000,5010.084954,2327.48,140500,LIC136776,2,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1922,2003,122500,5035.272143,2294.68,139500,LIC111515,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1919,2011,17900,5036.103467,1258.32,85000,LIC357949,2,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1908,1995,26000,5036.98698,3027.82,155500,LIC146043,1,2,1,0,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1924,2010,52500,4806.326228,2468.5,152000,LIC121555,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1926,2014,41800,5070.612768,2137.72,106000,LIC324570,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1916,1999,15000,5126.574054,1705.1,56500,LIC129241,1,1,2,0,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1916,2015,81000,5069.25836,1524.8,103000,LIC129521,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1957,2000,155000,6782.113253,5478.68,304500,LIC304441,2,6,1,1,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1957,1998,125000,6782.911757,5460.74,301000,LIC169571,3,6,1,1,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1916,2014,55000,5070.092174,1948.56,116000,LIC130653,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1911,2014,78000,5077.077838,1682.08,98000,LIC127296,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1926,2003,123700,5049.121497,2079.66,125000,LIC117354,2,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1923,2012,100,4987.743104,2219.54,98500,LIC206167,1,1,1,0,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1893,2018,71000,5038.343027,1195.88,80500,LIC369167,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1962,2012,175000,4563.171854,5155.9,285500,LIC128382,3,6,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1969,2003,210000,10076.26151,11395.48,610000,LIC168247,1,11,1,0,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1925,2013,40115,7962.720892,2964.68,115500,LIC277541,2,1,2,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1929,2016,190000,4984.742901,3431.46,56000,LIC107247,3,4,1,1,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1940,2014,85000,5745.112422,2039.98,116000,LIC278700,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1923,2008,39900,5015.29874,2062.96,120000,LIC116876,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1922,2008,37900,5028.535444,1545.2,103500,LIC363013,2,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1921,2018,145000,5044.790817,899.71,86000,LIC143386,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1920,2009,15000,4884.017594,1236.58,73000,LIC357975,3,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1940,2016,72100,5388.849432,1871.56,122000,LIC136963,1,1,2,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1931,2016,75000,5399.618317,1933.36,129500,LIC133494,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1933,2012,54000,5345.188496,2122.24,126000,LIC128363,2,1,1,0,1,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1900,2014,29050,7955.946045,2147.26,104000,LIC132538,2,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1923,2011,52000,5007.42205,1669,96500,LIC254572,1,1,1,0,0,3846,356,1301,1183,1627,61,440,304,2.98,0.642,462,192,28.4
1962,2012,258000,6224.68894,8397.84,462500,LIC128546,1,6,1,1,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1961,2008,983703,5601.477431,6665.78,595000,LIC330902,1,5,1,0,0,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1922,2018,3900000,19512.05958,55410.12,3051500,LIC366172,1,37,1,0,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1958,2018,438000,5235.438613,6955.22,383000,LIC370571,1,6,1,0,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1963,2000,725000,13530.59883,27996.58,1542500,LIC303512,1,23,1,1,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1900,1998,57000,5111.182491,2842.04,206500,LIC350532,1,1,1,1,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1961,2018,695000,7673.34525,15043.74,828500,LIC373920,3,11,2,1,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1901,1995,67000,7457.769211,4185.12,230500,LIC163409,2,1,1,1,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1961,2015,1210000,7457.91954,13291.8,732000,LIC187654,3,11,1,0,0,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1909,2014,237791,4888.507338,5592.72,308000,LIC279356,1,4,1,0,0,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1916,2008,275000,4944.639123,4802.5,264500,LIC116631,1,2,1,0,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1900,1994,65000,5096.258129,125,0,LIC161896,1,2,1,0,1,4396,444,1261,1674,586,109,112,1743,2.87,0.387,939,131,28.6
1916,2015,575000,7504.675889,181,0,LIC260069,1,9,1,1,1,3339,597,946,565,1457,304,82,811,2.49,0.139,1097,99,28.6
1900,2009,151000,7087.505446,9278.08,318000,LIC126760,3,2,1,0,1,3339,597,946,565,1457,304,82,811,2.49,0.139,1097,99,28.6
1922,2017,2575000,8375.467327,42236,2326000,LIC367395,1,19,1,0,1,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1908,1996,81450,4757.280794,10269.68,647500,LIC140403,1,3,1,0,1,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1969,2012,2250000,15613.40505,36681.24,2012500,LIC123891,1,20,1,1,1,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1923,2017,3051000,9464.262902,49138.42,2553100,LIC357157,2,24,5,0,1,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1909,2018,780000,4813.46955,8371.56,461000,LIC374334,1,4,1,0,0,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1920,2017,1030000,6002.290321,20065.46,1105000,LIC359906,2,8,1,0,0,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1884,2012,950000,5217.390639,23041.78,219200,LIC125433,2,4,1,1,1,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1958,2017,2450000,8912.991681,37468.86,2038500,LIC359617,1,22,3,0,0,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
1929,2014,5550000,26679.90368,112961.48,6200000,LIC135592,1,27,1,0,1,4913,1683,297,4126,221,30,170,191,1.65,0.179,2431,208,28.6
2016,1987,800000,18279.92202,437442.84,17425000,LIC357044,1,125,3,1,1,2618,822,374,1408,477,68,103,491,1.79,0.153,1240,168,28.6
2012,2010,3350000,79407.29008,1029198.9,56500000,LIC123836,1,216,1,0,1,2618,822,374,1408,477,68,103,491,1.79,0.153,1240,168,28.6
2013,NA,0,84576.41517,1158372.44,63704300,LIC151539,2,219,2,1,1,2618,822,374,1408,477,68,103,491,1.79,0.153,1240,168,28.6
2014,NA,0,60605.83047,800533.38,44000000,LIC132899,2,153,4,1,1,2618,822,374,1408,477,68,103,491,1.79,0.153,1240,168,28.6
2007,NA,0,31433.66555,460145.6,25300000,LIC267128,1,242,1,1,1,2618,822,374,1408,477,68,103,491,1.79,0.153,1240,168,28.6
2012,2017,53200000,70847.10546,909035.44,49900000,LIC277827,2,198,3,1,1,2618,822,374,1408,477,68,103,491,1.79,0.153,1240,168,28.6
1900,2006,0,3497.655381,1672.1,112000,LIC118438,1,1,1,0,0,3339,597,946,565,1457,304,82,811,2.49,0.139,1097,99,28.6
1908,2001,350000,13273.3068,509.67,0,LIC115888,1,2,2,1,1,3828,1277,293,2679,501,39,155,312,1.69,0.111,1992,222,28.7
1921,1992,1,15446.71679,68917.5,3797000,LIC142048,1,37,2,0,0,3828,1277,293,2679,501,39,155,312,1.69,0.111,1992,222,28.7
1961,2002,650000,8992.399741,16852.26,928500,LIC196110,1,14,1,0,1,3828,1277,293,2679,501,39,155,312,1.69,0.111,1992,222,28.7
1923,1994,840000,16192.85181,84632.44,4639000,LIC274034,1,37,1,0,0,3828,1277,293,2679,501,39,155,312,1.69,0.111,1992,222,28.7
1907,2000,286400,4743.421093,8430.48,464500,LIC263083,1,4,1,0,0,3828,1277,293,2679,501,39,155,312,1.69,0.111,1992,222,28.7
1973,2005,2992500,36455.99045,99654.98,5400000,LIC118661,2,57,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1968,NA,0,14710.87018,58108.64,3201500,LIC138203,2,36,1,0,0,3828,1277,293,2679,501,39,155,312,1.69,0.111,1992,222,28.7
1921,2018,700000,9078.674858,10490.88,578000,LIC372213,1,3,1,0,0,3828,1277,293,2679,501,39,155,312,1.69,0.111,1992,222,28.7
1914,2017,7700000,26024.88883,78746.6,720000,LIC122786,1,13,1,0,1,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2007,95000,32996.12077,7410.4,78000,LIC136391,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2012,70000,32996.12077,8550.48,91000,LIC355864,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2014,65200,32996.12077,8946.48,92500,LIC133293,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2012,49900,32996.12077,5475.52,68500,LIC132446,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2013,58750,32996.12077,7425.34,79000,LIC279055,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2008,112785,32996.12077,8939.02,92000,LIC258212,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2010,54000,32996.12077,7335.76,73000,LIC365750,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2016,42500,32996.12077,5482.98,69000,LIC344680,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2007,96800,32996.12077,6388.18,76000,LIC138237,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2018,62500,32996.12077,7045.04,79500,LIC367000,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2014,43500,32996.12077,5117.64,68000,LIC368468,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2007,135000,32996.12077,7425.34,79000,LIC146595,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2017,81000,32996.12077,7574.64,89000,LIC378397,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2008,105000,32996.12077,7425.34,79000,LIC330696,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2017,80000,32996.12077,7455.2,81000,LIC352620,2,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1959,2012,79310,32996.12077,8590.38,93500,LIC373507,1,1,1,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1966,1998,274722,14817.05304,31902.5,1713500,LIC150308,1,18,1,0,1,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2017,87500,34740.74511,1309.26,79000,LIC357099,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,1989,21552,34740.74511,1249.52,75000,LIC137926,2,2,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2006,139200,34740.74511,1458.24,95000,LIC131288,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2017,100000,34740.74511,1418.9,95000,LIC359381,1,1,2,1,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2005,95000,34740.74511,1120.18,75000,LIC132019,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2013,28643,34740.74511,785.1,46500,LIC133727,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2016,79000,34740.74511,1187.38,79500,LIC344694,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2006,112000,34740.74511,1480.64,96500,LIC123954,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2011,55500,34740.74511,1441.3,96500,LIC252707,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2019,108000,34740.74511,1135.1,76000,LIC376995,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2017,100000,34740.74511,1260.2,84000,LIC356190,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2013,49500,34740.74511,1187.38,79500,LIC148137,1,2,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,1994,8000,34740.74511,1264.44,76000,LIC123287,1,4,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,1995,24000,34740.74511,1264.44,76000,LIC365476,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2017,83000,34740.74511,1271.92,76500,LIC374354,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,1994,23500,34740.74511,1142.58,76500,LIC117020,1,1,2,1,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,1994,24850,34740.74511,1088.88,97500,LIC372533,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,1998,29000,34740.74511,1679.26,109500,LIC114694,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2004,91500,34740.74511,1271.92,76500,LIC134921,1,1,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1970,2009,36000,34740.74511,1271.92,76500,LIC115690,1,6,2,0,0,4063,849,833,1702,803,54,126,1261,2.14,0.157,1600,189,28.7
1898,2003,1391250,16010.73887,38115.72,2100000,LIC273891,3,46,1,1,1,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1916,1987,247000,5414.821699,28107.54,1533500,LIC136165,1,20,1,1,1,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1895,2004,100,3589.761733,5139.7,279000,LIC325052,1,4,1,0,0,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1900,2014,75000,4527.508375,3394.74,187000,LIC128066,1,3,5,0,0,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1964,2014,3200000,19704.05631,49005.94,2700000,LIC128067,1,34,2,0,0,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
2008,NA,0,41313.6828,118639.52,1807800,LIC119418,1,49,1,0,1,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1919,2002,870000,6406.061919,17909.58,1599500,LIC266309,2,25,1,0,0,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1957,2007,1044000,7732.026132,28532.34,1572000,LIC113951,2,23,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1950,2012,2106000,12286.12106,25111.32,1383500,LIC147536,1,17,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1966,2003,688000,12721.77266,23095.42,1263000,LIC108837,1,16,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2007,211450,53321.26465,3179.98,213000,LIC135442,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2010,163500,53321.26465,2814.2,188500,LIC365527,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2012,125500,53321.26465,2702.24,181000,LIC134190,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2016,170000,53321.26465,2664.92,178500,LIC371264,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2016,143000,53321.26465,2433.5,163000,LIC363782,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2018,181285,53321.26465,2536.46,187500,LIC375571,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2007,190000,53321.26465,2664.92,178500,LIC122756,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2012,214000,53321.26465,4374.36,293000,LIC130919,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2008,295000,53321.26465,3926.46,263000,LIC258218,2,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2009,180500,53321.26465,2702.24,181000,LIC129353,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2011,144000,53321.26465,2709.7,181500,LIC132707,2,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2008,219500,53321.26465,2979.24,215000,LIC369376,1,1,1,1,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
