BUILD_YR,sale_year,SALE_PRICE,PARCEL_ARE,TAX_TOT,TOTAL_MV1,licenseNum,tier,licensedUn,eviction_count,own_same_zip,LLORD_in_MPLS,POPTOTAL,LIVEDALONE,AGEUNDER18,WHITENH,BLACKNH,AMINDNH,ASIANNH,HISPPOP,AVGHHSIZE,HOMEOWNPCT,RENTEROCC,VACANT,MEDIANAGE
2006,2013,155000,53321.26465,2702.24,181000,LIC135664,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2017,145000,53321.26465,2411.12,161500,LIC361443,1,1,1,1,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2008,201647,53321.26465,2866.46,192000,LIC278076,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
2006,2007,206950,53321.26465,3045.62,204000,LIC127321,1,1,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1911,NA,0,11420.47676,659.99,0,LIC170857,1,17,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1900,1997,280000,7487.959047,32326.74,1729000,LIC269322,1,24,1,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2006,114000,35968.12507,955.48,64000,LIC125011,2,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2006,149900,35968.12507,1283.92,86000,LIC139669,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2006,108500,35968.12507,933.08,62500,LIC359357,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2006,130900,35968.12507,1037.58,69500,LIC136208,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2007,118000,35968.12507,1007.72,67500,LIC137005,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2012,60000,35968.12507,1828.86,122500,LIC358981,1,2,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2007,117650,35968.12507,1089.84,73000,LIC280606,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2012,90000,35968.12507,1799,120500,LIC128926,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2016,100150,35968.12507,1015.2,68000,LIC372531,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2014,60000,35968.12507,1097.3,73500,LIC127305,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2007,116900,35968.12507,1015.2,68000,LIC149633,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2007,89900,35968.12507,940.54,63000,LIC268939,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2016,70802,35968.12507,1283.92,86000,LIC140457,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2007,92750,35968.12507,933.08,62500,LIC123534,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1964,2007,100,35968.12507,1283.92,86000,LIC238809,1,1,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1891,2014,425000,9917.034964,9928.86,547000,LIC127565,1,8,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1916,2012,129500,5615.884986,137,0,LIC373663,1,4,1,1,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1909,2012,194000,6238.043188,7750.82,427000,LIC149918,1,4,3,0,0,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1909,2004,390000,6234.972411,8610.56,155600,LIC263592,1,4,1,0,1,2724,813,236,1824,391,82,106,234,1.6,0.162,1125,218,28.8
1900,NA,0,5896.917383,3964.32,209500,LIC267684,1,2,1,0,0,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1900,2008,40000,4751.672057,2822.68,155500,LIC118264,1,2,2,0,0,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1900,2017,237900,4321.170547,3140.14,225000,LIC357795,2,1,1,0,1,3198,480,783,859,1281,109,54,738,2.48,0.093,990,129,28.8
1913,2012,51000,3650.296836,2766.06,182000,LIC131340,1,1,1,0,0,3083,228,909,1001,709,86,98,1050,3.08,0.568,426,105,28.9
1900,2011,63000,4919.902745,3112.8,208500,LIC150363,1,2,1,0,1,1920,191,435,1060,293,57,101,316,2.69,0.482,369,105,29
1900,2015,185000,4921.415096,3820.3,210500,LIC133261,3,2,1,0,1,1920,191,435,1060,293,57,101,316,2.69,0.482,369,105,29
1979,NA,0,793.7997084,1799,120500,LIC147754,1,3,1,0,0,1920,191,435,1060,293,57,101,316,2.69,0.482,369,105,29
1983,1987,76000,2922.231256,3498.86,148500,LIC147838,3,1,1,0,0,1920,191,435,1060,293,57,101,316,2.69,0.482,369,105,29
1900,2009,56000,5198.564818,4038.12,222500,LIC129888,1,2,1,0,1,1920,191,435,1060,293,57,101,316,2.69,0.482,369,105,29
1986,2017,850000,9849.430828,21643.94,1192500,LIC355766,3,9,1,0,1,1920,191,435,1060,293,57,101,316,2.69,0.482,369,105,29
1960,1996,279500,10765.48478,3938.36,351700,LIC252758,2,7,1,0,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1961,1996,279500,6018.510351,3957.72,353400,LIC152095,1,7,1,0,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1909,2005,129000,6284.56468,1627.3,109000,LIC131455,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1917,2016,68000,5072.291276,1821.4,122000,LIC280779,1,1,2,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1918,2013,47200,5066.04127,1769.14,118500,LIC128612,1,1,1,0,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1910,2013,62000,5010.664744,2440.96,163500,LIC127289,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1910,2017,105000,5055.870045,2535.72,134500,LIC370456,2,1,2,0,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1921,2017,50000,5056.987532,1287.8,63000,LIC355753,2,1,1,0,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1909,2002,207000,4992.402602,2677.48,147500,LIC110187,1,2,1,0,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1911,2015,40100,5052.300421,1619.84,108500,LIC151465,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1906,2014,70000,5068.390067,1781.98,99000,LIC150087,2,2,2,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1915,2016,57225,5062.413761,1687.64,114000,LIC356617,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1902,2017,135000,5059.856704,2429.74,135000,LIC353966,1,2,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1905,2008,37000,5058.149074,1830.7,91000,LIC116110,3,2,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1917,2002,110000,5065.579831,1317.54,89000,LIC130268,3,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1916,2013,37500,5082.455875,1746.86,118000,LIC264718,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1900,2008,27000,6394.929892,1391.56,94000,LIC139774,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1916,2018,135000,6396.199221,2483.08,138000,LIC375573,1,2,1,1,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1932,2012,23350,6395.962708,1147.3,77500,LIC260065,2,1,2,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1898,2008,33000,6395.029652,1643.24,111000,LIC116917,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1907,2015,88000,6397.289115,2524.08,170500,LIC131990,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1900,2018,155900,6393.869369,1991.14,134500,LIC375023,2,1,1,1,1,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
2007,2014,98400,4931.095299,2331.62,157500,LIC131057,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1965,2011,70000,5000.222481,3140.64,173000,LIC280594,1,2,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1905,2016,71000,5337.535226,1560.12,104500,LIC141813,2,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1891,1995,49900,5093.696197,1784.88,89500,LIC142939,2,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1909,2012,55000,6382.935103,1888.58,126500,LIC126839,1,1,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1902,2015,70000,5114.576414,1896.36,104500,LIC136119,2,2,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1893,2017,110000,6391.308369,1860.08,102500,LIC364031,1,2,1,0,0,2961,244,974,996,1141,61,350,233,3.03,0.622,369,155,29.1
1900,1988,24000,6818.408001,2649.94,146000,LIC284122,1,2,1,0,0,1148,105,356,291,528,17,166,104,2.92,0.447,204,83,29.1
1903,1994,46363,7277.644707,2717.16,182000,LIC117984,1,1,1,1,1,1148,105,356,291,528,17,166,104,2.92,0.447,204,83,29.1
1901,2014,122500,7279.463912,4016.28,178000,LIC131048,2,2,1,1,1,1148,105,356,291,528,17,166,104,2.92,0.447,204,83,29.1
1907,1993,1,7276.671379,3415.58,166000,LIC285455,1,2,1,1,1,1148,105,356,291,528,17,166,104,2.92,0.447,204,83,29.1
1904,2017,92000,6353.264101,2463.36,165000,LIC351145,3,1,1,0,0,1148,105,356,291,528,17,166,104,2.92,0.447,204,83,29.1
1900,2009,26500,7277.109608,3967.4,191500,LIC125551,2,2,1,0,0,1148,105,356,291,528,17,166,104,2.92,0.447,204,83,29.1
1908,2005,262900,3168.344105,2404.58,132500,LIC377896,1,2,1,0,0,1148,105,356,291,528,17,166,104,2.92,0.447,204,83,29.1
1904,1998,11000,11666.34218,3104.34,171000,LIC156551,1,2,1,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1905,2005,175000,5849.972781,2396.32,179500,LIC114688,1,1,1,1,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1900,1997,22000,5174.524846,2157.3,144500,LIC167538,1,1,1,0,0,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1962,2017,380000,5764.611003,8394.2,462500,LIC366604,3,9,1,1,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1900,2018,250000,5119.976228,2858.98,157500,LIC375898,3,2,2,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1900,2015,51500,5039.99324,2495.76,168000,LIC134342,1,1,1,0,0,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1900,2003,1,8328.032837,1912.7,94500,LIC143941,1,1,2,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1960,2012,100,5159.934816,3801.12,339500,LIC130156,1,4,1,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1962,2015,1015000,18834.50781,23868.34,1315000,LIC130109,1,26,2,1,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1904,1995,1,8718.62396,1924.78,150000,LIC116230,1,1,1,0,0,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1912,2008,120750,5767.048045,4919.38,271000,LIC123443,3,4,1,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1935,2014,62000,5104.618863,2032.82,112000,LIC127664,1,2,1,0,0,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1962,2015,600000,10755.16579,12160.72,670000,LIC140557,1,12,3,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1930,2015,355000,6150.89976,6098.5,336000,LIC361495,1,4,1,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1982,2005,130000,11038.5137,918.3,60500,LIC114629,1,1,1,0,1,3211,397,952,928,1272,38,552,293,2.59,0.314,825,138,29.1
1900,2003,200000,5815.916416,8934.62,465000,LIC280488,1,4,1,0,1,3294,937,280,2923,74,10,124,104,1.77,0.323,1257,177,29.4
1953,1992,1,5396.007218,7998.34,440500,LIC201470,1,2,1,1,1,3294,937,280,2923,74,10,124,104,1.77,0.323,1257,177,29.4
1962,2017,888000,12498.13664,17123.84,943000,LIC358913,1,12,1,0,1,2880,273,799,1159,312,137,79,1064,2.89,0.498,501,109,29.5
1915,2016,351000,5493.070321,4541.4,312000,LIC344809,1,1,1,1,1,2880,273,799,1159,312,137,79,1064,2.89,0.498,501,109,29.5
1971,2009,1090000,21463.02105,32620.92,1796500,LIC120166,1,24,2,0,1,2880,273,799,1159,312,137,79,1064,2.89,0.498,501,109,29.5
1963,2005,646000,11131.93276,8778.06,64600,LIC112643,1,11,2,0,0,2880,273,799,1159,312,137,79,1064,2.89,0.498,501,109,29.5
1966,2006,2909000,37189.40498,73491.4,4049000,LIC133455,1,47,2,0,1,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1969,2000,685680,137054.9022,127831.24,12283500,LIC130992,1,91,1,0,1,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1980,2014,6000000,37189.17147,74369.7,6632000,LIC228094,1,81,1,1,1,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1971,NA,0,125443.34,375343.38,20671000,LIC145141,1,238,1,0,0,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1993,1992,1,18594.09541,11840.7,1057500,LIC330905,1,8,1,0,0,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1970,1990,8047262,112764.7748,258830.6,229400,LIC134639,1,320,1,0,0,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1910,2002,238100,6133.095509,6117.28,337000,LIC110327,1,1,1,0,0,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1964,1997,1461980,39530.52265,94263.88,5177000,LIC151446,1,70,1,0,0,3499,849,597,1434,1600,71,169,120,1.95,0.163,1491,80,29.5
1905,2018,369875,5897.23218,6482.16,434000,LIC251836,1,1,1,0,0,3394,896,286,2829,145,46,133,138,1.78,0.281,1337,113,29.6
1900,2014,326950,5790.741421,7889.4,434500,LIC126871,1,2,1,0,0,3394,896,286,2829,145,46,133,138,1.78,0.281,1337,113,29.6
1904,1985,62000,5456.959112,5339.56,357500,LIC149483,1,1,1,0,1,3394,896,286,2829,145,46,133,138,1.78,0.281,1337,113,29.6
1922,2018,725000,7770.008285,14665.46,808000,LIC367846,1,5,1,0,0,3394,896,286,2829,145,46,133,138,1.78,0.281,1337,113,29.6
1900,2014,75000,5427.620513,2555.8,141500,LIC185972,3,1,1,0,0,2335,336,628,1129,705,41,70,309,2.44,0.423,552,133,30.2
1900,1998,60000,6134.622947,4345.6,221000,LIC108520,2,1,1,1,1,2335,336,628,1129,705,41,70,309,2.44,0.423,552,133,30.2
1900,2012,65000,3675.686518,2231.96,149500,LIC125972,1,1,1,1,0,2335,336,628,1129,705,41,70,309,2.44,0.423,552,133,30.2
1904,1998,55000,9085.837774,2923.12,211500,LIC134092,1,1,1,1,1,2335,336,628,1129,705,41,70,309,2.44,0.423,552,133,30.2
1962,2003,525000,12254.52059,13118.38,717000,LIC109884,3,10,1,1,1,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1962,2002,216000,6061.170868,5126.18,250500,LIC109069,3,4,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1962,2017,340000,6061.15399,5056.72,278500,LIC368593,1,4,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1961,2018,401500,6374.864001,7444.86,410000,LIC373177,2,6,2,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1963,2007,295000,5243.101739,4614.68,87200,LIC114375,2,4,1,1,1,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1961,2007,300000,6009.574428,6755.8,359000,LIC122504,1,6,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1962,2012,100,12150.16081,12316.04,671500,LIC377645,2,10,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1963,2010,471000,7184.051566,174,0,LIC142923,1,6,1,0,1,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1960,2010,415000,12150.18664,11676.36,643000,LIC130249,1,11,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1960,2006,560000,12150.45627,11704.32,631000,LIC115540,1,11,1,0,1,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1962,2006,445000,10001.22032,11584.92,638000,LIC132499,2,8,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1963,2013,480000,14269.0136,13504.32,727000,LIC124629,1,12,2,0,1,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1963,1998,2267608,93169.36637,46199.22,785400,LIC148308,1,55,1,0,1,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1963,2016,500000,10742.50638,8997.7,495500,LIC142318,2,8,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1963,2018,976500,15025.29097,15007.44,826500,LIC373570,3,12,4,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1926,2011,45500,7262.193946,1963.22,131500,LIC275227,3,1,1,0,0,1812,103,571,330,1090,30,143,120,3.13,0.633,212,76,30.3
1957,2017,500000,6965.106726,757.62,51000,LIC359881,1,6,1,0,1,1812,103,571,330,1090,30,143,120,3.13,0.633,212,76,30.3
1961,2014,119562,5176.611784,3253.88,165500,LIC267555,1,2,1,0,0,1812,103,571,330,1090,30,143,120,3.13,0.633,212,76,30.3
1900,2014,41100,4257.52191,1674.88,98000,LIC130772,2,1,2,0,0,1812,103,571,330,1090,30,143,120,3.13,0.633,212,76,30.3
1900,2017,40000,5286.408551,2539.16,125000,LIC360556,1,2,1,0,1,1812,103,571,330,1090,30,143,120,3.13,0.633,212,76,30.3
1926,2014,49000,5173.198458,3422.1,126500,LIC140312,1,1,1,0,1,1812,103,571,330,1090,30,143,120,3.13,0.633,212,76,30.3
1924,2017,190000,5675.48214,3380.94,169000,LIC356290,1,2,1,0,1,1812,103,571,330,1090,30,143,120,3.13,0.633,212,76,30.3
1959,2013,129000,6404.949864,3630.4,224000,LIC156123,2,1,1,0,0,3159,400,882,1560,614,73,90,698,2.55,0.548,557,96,30.3
1915,2003,100,9699.979145,44922.74,2475000,LIC361848,1,37,3,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1914,2017,10769000,9700.058126,41963.6,2312000,LIC361847,1,32,3,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1914,2006,1800000,7714.247872,19503.98,1723500,LIC169261,1,21,2,0,0,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1967,NA,0,13854.44576,27080.3,1492000,LIC288314,1,22,1,0,0,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1919,1992,1,6780.671255,32670.62,1800000,LIC233936,1,26,2,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1939,2000,1,6358.478957,22170.96,1221500,LIC364923,1,19,1,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1919,2012,25000,9550.05607,44765.5,2455500,LIC147296,1,35,1,0,0,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1919,2007,1802000,8798.788826,41337.72,2277500,LIC136500,1,34,1,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1916,2012,100,8669.463443,36264.38,1998000,LIC115108,1,26,1,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1920,NA,0,8410.736287,41437.88,2283000,LIC134719,1,32,1,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1922,2017,7300000,25684.11761,89223.82,4900000,LIC361961,1,69,7,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1915,2015,950000,9628.837374,18805.36,1679500,LIC133336,1,19,1,0,0,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1917,2018,2100000,7704.834253,29666.4,1634500,LIC370701,2,19,3,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1914,NA,0,9007.336487,39644.54,2174000,LIC154848,1,31,7,1,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1913,2000,67000,15921.77148,1351.1,90500,LIC121897,1,1,1,0,0,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1915,NA,0,9628.92082,576.79,59000,LIC131199,1,19,1,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1910,NA,0,73747.49012,217205.94,10368000,LIC131053,1,123,2,0,0,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1960,2004,714000,6428.545185,13991.18,265000,LIC111332,1,16,1,1,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1919,2018,4175000,6417.596822,31944.6,1760000,LIC364924,1,26,1,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1913,2006,1100000,6417.460795,29557.5,1628500,LIC120782,1,25,1,0,1,2725,1309,209,1645,681,36,82,163,1.39,0.149,1589,247,30.3
1896,1998,30732,5495.856245,6044.7,333000,LIC148441,1,4,1,0,0,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
1888,1998,75000,6874.107287,7142.94,387500,LIC146106,1,10,1,1,1,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
1901,2015,151000,6307.238949,3599.12,253500,LIC133114,1,2,1,1,1,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
1970,2014,850249,31566.67229,149370.62,13340000,LIC281546,1,192,4,1,1,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
2008,NA,0,96464.10356,20121.98,1797000,LIC117859,2,48,1,1,1,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
1931,2017,1800000,18664.91549,32343.9,1782000,LIC358536,1,19,1,0,1,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
1961,NA,0,36748.9204,84217.62,4640000,LIC118506,1,82,1,1,1,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
1978,NA,0,53630.49307,147131.18,13140000,LIC173621,1,200,2,1,1,4727,922,1251,1195,2025,113,125,1083,2.41,0.149,1569,243,30.6
1970,2000,779000,18496.52766,41871.5,2262000,LIC274546,1,21,1,0,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1963,2015,1185000,11395.42826,25321.3,1394500,LIC139674,2,17,1,1,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1968,2014,1000000,11843.81713,23795.74,1311000,LIC132026,1,15,1,1,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1908,2009,823000,11816.89111,39664.3,210100,LIC137179,2,2,1,0,0,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1925,1993,398384,5424.644381,9532.92,509000,LIC116089,1,2,1,1,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1916,1994,61111,5673.347504,11579.2,622000,LIC324076,1,4,1,0,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1884,1997,60000,5296.274604,4005.98,205000,LIC146096,1,2,1,0,0,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1901,2018,320000,8564.286044,6770.72,373000,LIC364977,1,3,1,0,0,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1962,2015,1517025,17140.08381,43929.72,2365500,LIC133189,1,29,4,0,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1886,2016,288000,8058.564031,5606.48,282500,LIC115161,1,2,1,1,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1962,2004,1070000,9976.803439,16403.1,885500,LIC128360,1,11,1,0,1,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1885,2012,110000,8206.243585,5425.3,278500,LIC125964,1,2,2,0,0,4534,1045,826,1808,1073,80,93,1288,2.04,0.192,1717,126,31
1900,2004,206000,3024.34002,4283.46,236000,LIC110188,1,3,1,0,0,2250,466,412,1397,419,36,46,275,2.08,0.336,716,117,31.2
1900,2008,90000,6275.942124,4497.92,232000,LIC141388,1,2,1,0,1,2250,466,412,1397,419,36,46,275,2.08,0.336,716,117,31.2
1961,2014,750000,11549.66408,14965.36,800500,LIC141744,1,12,1,0,1,2250,466,412,1397,419,36,46,275,2.08,0.336,716,117,31.2
1900,1993,79000,8764.815641,6268.68,320000,LIC250607,1,4,1,0,0,2250,466,412,1397,419,36,46,275,2.08,0.336,716,117,31.2
1900,2009,130000,2999.960933,3766.82,254000,LIC152205,1,1,1,1,1,2250,466,412,1397,419,36,46,275,2.08,0.336,716,117,31.2
1892,NA,0,132199.6194,547434.04,29843500,LIC279002,1,150,1,1,1,2250,466,412,1397,419,36,46,275,2.08,0.336,716,117,31.2
2018,NA,0,26780.4312,10851.36,294100,LIC374330,1,110,1,0,1,2250,466,412,1397,419,36,46,275,2.08,0.336,716,117,31.2
1919,1998,628120,11911.43248,57028.38,3142000,LIC253466,1,26,1,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1919,1998,1046880,16876.50409,57028.38,3142000,LIC169124,1,26,2,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1919,2017,6525000,8702.753831,103883.58,5364000,LIC358267,1,70,2,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1968,2008,1595000,10880.9509,38824.22,2139000,LIC125107,1,30,2,0,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1919,2014,1600000,7823.478986,45375.87,2500000,LIC135740,1,26,1,0,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1910,1998,789180,18795.73518,61166.66,3370000,LIC325259,1,48,3,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1917,2000,47500,8243.820491,38115.72,2100000,LIC167243,1,33,1,1,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1920,NA,0,39492.6884,211117.58,11631600,LIC147615,1,139,1,1,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
