tier,mpls_owner,licensed_un,POPTOTAL,LIVEDALONE,WHITENH,BLACKNH,AMINDNH,ASIANNH,HISPPOP,HOMEOWNPCT,OWNEROCC,RENTEROCC,VACANT,MEDIANAGE,emv_total,year_built,homestead,eviction
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,2.60E+05,1979,0,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,3.67E+05,1960,1,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,214500,1950,1,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,180500,1952,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,2.48E+05,1955,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,183500,1954,0,0
1,0,2,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,300500,1961,0,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,284500,1957,1,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,424500,1947,1,0
1,0,2,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,2.49E+05,1959,0,0
1,0,2,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,3.36E+05,1960,0,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,3.18E+05,1958,0,0
1,1,2,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,3.30E+05,1957,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,216500,1951,0,0
1,1,2,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,335500,1960,1,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,2.38E+05,1947,0,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,234500,1947,1,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,214500,1948,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,3.98E+05,1942,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,244500,1950,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,291500,1955,1,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,284500,1947,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,295500,1927,1,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,2.30E+05,1953,1,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,229500,1951,1,0
1,1,2,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,324500,1960,0,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,2.32E+05,1961,1,0
1,1,36,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,3507500,1974,0,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,2.95E+05,1961,1,0
2,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,533700,1902,0,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,3.17E+05,1951,1,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,4.43E+05,1949,1,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,445500,1949,1,0
1,1,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,1.98E+05,1947,0,0
1,0,1,5732,768,4761,374,24,184,232,0.862,2175,349,104,37.4,185500,1948,0,0
1,1,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.89E+05,1945,1,0
1,0,11,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,486500,1960,0,1
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.96E+05,1946,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.54E+05,1945,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,184500,1948,0,0
1,1,2,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,2.39E+05,1959,0,0
1,1,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.74E+05,1956,0,0
2,0,4,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,2.30E+05,1961,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,189500,1952,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,2.37E+05,1927,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.44E+05,1924,0,0
1,1,2,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.82E+05,1956,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,188500,1951,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.46E+05,1922,0,0
2,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,120500,1926,1,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.57E+05,1930,0,0
2,0,8,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,482500,1962,0,1
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.78E+05,1948,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,192500,1949,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,106500,1927,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,2.37E+05,1950,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.64E+05,1955,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.27E+05,1923,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.87E+05,1951,0,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,424500,2006,1,0
1,0,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,187500,1949,0,0
1,1,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.07E+05,1900,0,0
2,1,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,1.92E+05,1900,0,0
1,1,6,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,5514400,1983,0,0
1,1,6,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,5514400,1983,0,0
1,1,6,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,5514400,1983,0,0
1,0,5,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,2.50E+05,1961,0,0
1,1,1,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,200500,1950,1,0
1,1,55,3159,400,1560,614,73,90,698,0.548,675,557,96,30.3,256700,1963,0,1
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.65E+05,1926,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,172500,1929,0,0
2,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,137500,1948,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,94500,1923,0,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.61E+05,1949,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.72E+05,1955,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.55E+05,1927,1,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.55E+05,1927,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,198500,1944,0,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.15E+05,1982,0,0
1,0,4,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,492500,1982,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,208500,1946,0,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,165500,1931,0,0
1,1,2,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.61E+05,1955,0,0
1,0,2,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,188500,1963,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,89500,1927,1,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,170500,1926,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,147500,1950,1,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,224500,1959,0,0
1,1,2,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,2.18E+05,1940,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.34E+05,1949,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.44E+05,1950,1,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,116500,1924,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,123500,1949,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.22E+05,1951,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,177500,1951,0,0
1,1,2,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,230500,1904,0,0
2,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,103500,1921,0,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,1.29E+05,1914,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,176500,1923,1,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,179500,1924,0,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,118500,1922,0,0
1,0,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,153500,1950,0,0
1,0,2,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,2.03E+05,1956,1,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,7.40E+04,1930,1,0
1,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,70500,1926,0,0
NA,1,1,2819,451,2103,204,49,56,297,0.844,1076,199,87,36.5,161500,1928,1,0
2,1,5,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,219500,1896,0,0
1,1,11,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,5.39E+05,1963,0,0
1,1,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,8.00E+04,1900,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,134500,1900,1,0
1,1,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.37E+05,1911,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,175500,1900,1,0
1,1,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,113500,1900,0,0
1,1,30,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,2035600,2003,0,0
1,1,10,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,535500,1929,0,0
1,1,49,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1344300,2008,0,1
1,0,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,83500,1900,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,0,1993,0,0
1,0,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,118500,1900,0,1
2,0,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.78E+05,1900,0,0
1,1,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.95E+05,1999,0,0
1,0,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,2.39E+05,1900,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,145500,1900,1,0
1,1,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,250500,1910,1,0
3,1,4,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,46500,1916,0,0
1,1,20,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.07E+06,1916,0,1
1,0,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,112500,2005,0,0
1,0,107,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,3.69E+06,1973,0,0
1,1,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,192500,1900,0,0
1,1,3,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.21E+05,1902,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,0,1900,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.50E+05,1900,1,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,168500,1900,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.18E+05,1900,0,0
1,1,5,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,3.46E+05,1908,0,0
1,1,4,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,2.93E+05,1883,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,190500,1904,1,0
1,1,3,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,2.10E+05,1906,0,0
1,1,3,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,0,1912,0,0
1,0,2,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,158500,1900,0,0
2,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,7.60E+04,1908,0,0
1,1,1,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,198500,2003,0,0
1,1,22,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,1.15E+06,1959,0,0
2,1,18,3198,480,859,1281,109,54,738,0.093,101,990,129,28.8,3664500,1895,0,0
1,1,8,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,NA,NA,0A,0
1,1,4,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,2.53E+05,1896,0,0
1,1,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1.67E+05,1957,0,0
1,1,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,88500,1900,0,0
1,0,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,194500,1902,0,0
1,1,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,192500,1913,1,0
1,1,72,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1232500,1973,0,1
1,1,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1.91E+05,1957,0,0
2,1,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,2.54E+05,1900,1,0
1,1,3,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,4.59E+05,1883,0,0
1,1,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,156500,1900,0,0
1,1,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1239500,1900,0,0
1,1,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1239500,1900,0,0
1,0,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,2.53E+05,1973,1,0
1,0,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,3.04E+05,1922,0,0
1,1,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,2.08E+05,1994,0,0
1,1,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1.61E+05,1900,0,0
1,1,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,369500,1900,0,1
1,1,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1.52E+05,0,0,0
1,1,4,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,207300,1911,1,0
1,1,117,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,994300,1973,0,1
1,1,408,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1034700,1973,0,1
1,1,162,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1232500,1973,0,1
1,0,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,9.70E+04,1973,0,0
1,0,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,2.20E+05,1900,0,0
1,0,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1.88E+05,1900,0,0
2,1,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,NA,NA,0A,0
1,0,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,97500,1891,0,0
1,0,1,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,9.60E+04,1891,0,0
1,1,2,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,1.34E+05,1901,0,0
1,1,244,8094,1503,3006,3645,41,882,277,0.084,249,2702,165,22.4,371500,1973,0,0
1,0,354,2293,1262,1515,421,27,141,119,0.131,226,1493,237,40,8.35E+07,2013,0,1
2,1,1,2293,1262,1515,421,27,141,119,0.131,226,1493,237,40,1.68E+05,1977,1,0
3,1,62,2293,1262,1515,421,27,141,119,0.131,226,1493,237,40,4.00E+06,1911,0,0
1,0,306,2293,1262,1515,421,27,141,119,0.131,226,1493,237,40,25592800,1978,0,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,3.70E+05,1892,0,0
2,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,238500,1979,0,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,87500,1907,0,1
1,1,2,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,1.43E+05,1979,0,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,155500,1979,0,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,100500,1900,0,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,2.14E+05,1907,0,1
1,0,35,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,1680500,1900,0,1
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,1.57E+05,1979,0,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,1.39E+05,1907,0,1
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,1.62E+05,1907,0,1
1,1,2,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,141500,1979,0,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,141500,1979,1,0
1,0,1,2717,1326,2125,158,10,211,138,0.239,474,1507,299,35,3.70E+05,1892,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,123500,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,68500,1908,0,0
1,1,6,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,3.36E+05,1924,0,0
2,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,147500,1900,0,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,178500,1900,0,0
3,0,4,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,2.50E+05,1891,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,172500,1900,0,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,132500,1900,0,0
1,0,8,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,3.43E+05,1906,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,9.40E+04,2006,0,1
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.26E+05,1900,0,0
2,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,156500,1905,1,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.41E+05,1900,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.31E+05,1900,0,0
3,0,4,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,2.09E+05,1901,0,0
2,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,158500,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,8.40E+04,1901,0,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,169500,1907,0,0
2,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.49E+05,1908,0,0
3,1,4,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,2.48E+05,1913,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,142500,1906,1,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.09E+05,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,6.60E+04,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,145500,1989,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,92500,2005,1,0
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,80500,1900,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.16E+05,1900,1,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.50E+05,1976,0,0
1,0,64,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,6424900,2014,0,0
1,0,42,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,5.60E+06,2014,0,0
1,1,4,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,3.62E+06,1973,0,1
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,3.62E+06,1973,0,1
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.03E+05,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,2.15E+05,1900,1,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,240500,2004,1,0
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.80E+05,1902,0,0
3,1,3,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,3.71E+05,1902,0,0
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,125500,1900,0,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.56E+05,1900,0,0
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.09E+05,1900,0,0
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.63E+05,1900,0,0
2,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.71E+05,1900,1,0
3,1,3,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,2.52E+05,1924,0,0
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,167500,1900,1,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,167500,1903,0,0
2,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,126500,2006,0,1
1,1,6,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,3.62E+06,1973,0,1
1,1,6,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,3.62E+06,1973,0,1
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,NA,NA,0A,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.47E+05,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,112500,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,131500,1900,1,0
2,1,6,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,9.44E+06,1973,0,1
2,1,6,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,9.44E+06,1973,0,1
1,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,2.40E+05,2003,1,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,116500,1900,0,0
1,1,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,145500,1900,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,7.30E+04,1978,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,7.40E+04,1979,0,0
1,0,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.55E+05,1900,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,1.09E+05,2005,0,0
1,0,1,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,117500,2005,0,0
2,1,4,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,9.44E+06,1973,0,1
2,1,2,4269,236,709,869,777,126,1621,0.311,355,786,143,25.7,9.44E+06,1973,0,1
1,1,4,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,6.00E+04,1912,0,0
1,1,1,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,3.40E+04,1930,0,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,1.49E+05,1900,1,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,1.80E+05,1899,0,0
1,1,1,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,1.65E+05,1889,0,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,140500,1900,0,0
1,1,1,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,2.92E+05,2007,0,0
1,1,1,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,198500,1903,1,0
2,1,48,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,1363700,2008,0,1
1,0,3,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,1.79E+05,1900,0,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,2.19E+05,1900,1,0
1,0,1,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,1.48E+05,1900,0,0
2,1,4,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,2.37E+05,1910,0,0
3,1,4,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,286500,1906,0,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,178500,1900,0,0
1,1,82,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,3.52E+06,1961,0,1
1,0,1,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,4.60E+04,1930,0,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,2.39E+05,1900,1,0
1,0,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,2.01E+05,1912,0,0
1,1,5,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,5.75E+05,1940,0,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,166500,1900,0,0
1,1,2,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,1.76E+05,1885,0,0
1,0,4,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,325500,1917,0,0
1,1,8,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,2.13E+05,1900,0,0
1,1,4,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,8.70E+04,1923,1,0
1,1,1,4727,922,1195,2025,113,125,1083,0.149,275,1569,243,30.6,6.00E+04,1912,0,0
